model,question_id,temperature,num_samples,num_correct,num_attempted_samples,num_reference_failed_samples,pass@1,pass@2,pass@3,pass@4,pass@5,pass@6,pass@7,pass@8,pass@9,pass@10,pass@11,pass@12,pass@13,pass@14,pass@15,pass@16,pass@17,pass@18,pass@19,pass@20
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_013,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_014,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_015,0.5,50,42,50,0,0.84,0.9771,0.9971,0.9997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_016,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_017,0.5,50,1,50,0,0.02,0.04,0.06,0.08,0.1,0.12,0.14,0.16,0.18,0.2,0.22,0.24,0.26,0.28,0.3,0.32,0.34,0.36,0.38,0.4
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_018,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_019,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_020,0.5,50,40,50,0,0.8,0.9633,0.9939,0.9991,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_021,0.5,50,48,50,0,0.96,0.9992,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_022,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_023,0.5,50,2,50,0,0.04,0.0792,0.1176,0.1551,0.1918,0.2278,0.2629,0.2971,0.3306,0.3633,0.3951,0.4261,0.4563,0.4857,0.5143,0.542,0.569,0.5951,0.6204,0.6449
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_024,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_025,0.5,50,1,50,0,0.02,0.04,0.06,0.08,0.1,0.12,0.14,0.16,0.18,0.2,0.22,0.24,0.26,0.28,0.3,0.32,0.34,0.36,0.38,0.4
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_026,0.5,50,2,50,0,0.04,0.0792,0.1176,0.1551,0.1918,0.2278,0.2629,0.2971,0.3306,0.3633,0.3951,0.4261,0.4563,0.4857,0.5143,0.542,0.569,0.5951,0.6204,0.6449
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_027,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_028,0.5,50,1,50,0,0.02,0.04,0.06,0.08,0.1,0.12,0.14,0.16,0.18,0.2,0.22,0.24,0.26,0.28,0.3,0.32,0.34,0.36,0.38,0.4
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_029,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_030,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_031,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_032,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_033,0.5,50,1,50,0,0.02,0.04,0.06,0.08,0.1,0.12,0.14,0.16,0.18,0.2,0.22,0.24,0.26,0.28,0.3,0.32,0.34,0.36,0.38,0.4
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_034,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_035,0.5,50,46,50,0,0.92,0.9951,0.9998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_036,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_037,0.5,50,46,50,0,0.92,0.9951,0.9998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_038,0.5,50,1,50,0,0.02,0.04,0.06,0.08,0.1,0.12,0.14,0.16,0.18,0.2,0.22,0.24,0.26,0.28,0.3,0.32,0.34,0.36,0.38,0.4
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_039,0.5,50,27,50,0,0.54,0.7935,0.9096,0.9616,0.9841,0.9936,0.9975,0.9991,0.9997,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_040,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_041,0.5,50,1,50,0,0.02,0.04,0.06,0.08,0.1,0.12,0.14,0.16,0.18,0.2,0.22,0.24,0.26,0.28,0.3,0.32,0.34,0.36,0.38,0.4
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_042,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_043,0.5,50,49,50,0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_044,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_045,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_046,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_047,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_048,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_049,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_050,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_051,0.5,50,16,50,0,0.32,0.542,0.6947,0.7986,0.8687,0.9154,0.9461,0.9662,0.9791,0.9872,0.9923,0.9955,0.9974,0.9985,0.9992,0.9996,0.9998,0.9999,0.9999,1.0
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_052,0.5,50,9,50,0,0.18,0.3306,0.4561,0.5603,0.6463,0.717,0.7749,0.822,0.8602,0.8909,0.9154,0.9349,0.9503,0.9624,0.9718,0.9791,0.9846,0.9888,0.992,0.9943
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_053,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_054,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_055,0.5,50,2,50,0,0.04,0.0792,0.1176,0.1551,0.1918,0.2278,0.2629,0.2971,0.3306,0.3633,0.3951,0.4261,0.4563,0.4857,0.5143,0.542,0.569,0.5951,0.6204,0.6449
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_056,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_057,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_058,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_059,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_060,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_061,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_062,0.5,50,2,50,0,0.04,0.0792,0.1176,0.1551,0.1918,0.2278,0.2629,0.2971,0.3306,0.3633,0.3951,0.4261,0.4563,0.4857,0.5143,0.542,0.569,0.5951,0.6204,0.6449
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_063,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_064,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_065,0.5,50,19,50,0,0.38,0.6204,0.7707,0.8634,0.9198,0.9537,0.9737,0.9853,0.992,0.9957,0.9977,0.9988,0.9994,0.9997,0.9999,0.9999,1.0,1.0,1.0,1.0
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_066,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/meta-llama/Llama-3.1-8B-Instruct,m2_067,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/meta-llama/Llama-3.1-8B-Instruct,__aggregate__,0.5,3350,502,3350,0,0.1499,0.1954,0.2203,0.2374,0.2506,0.2614,0.2705,0.2784,0.2855,0.2919,0.2979,0.3033,0.3085,0.3134,0.318,0.3225,0.3268,0.3309,0.3349,0.3387
